Name,Metaphor,Source Word,Target word,Target word
தாஜ்மஹால் ஓவிய காதல்,இந்த உறவு இறுதி வரைக்கும்இறைவன் போல் இங்கே வாழும்,இறைவன்,உறவு,உறவு
கருப்பான கையாலே,கோவப்பழமா கலரு,கோவப்பழமா,பெண்ணின் நிறம்,பெண்ணின் நிறம்
கருப்பான கையாலே,உருக்கி வச்ச இரும்பு போல உதடு,உருக்கி வச்ச இரும்பு,பெண்ணின் உதடு,பெண்ணின் உதடு
கருப்பான கையாலே,வெட்டும் புலி தீப்பெட்டிப்போல் கண்ணு,தீப்பெட்டி,பெண்ணின் கண்,பெண்ணின் கண்
காதல் வைத்து,காதல் என்னும் கடலுக்குள் நான் விழுந்தேன்,கடலுக்குள்,காதல்,காதல்
காதல் வைத்து,தேவதை,தேவதை,பெண்,
காதல் வைத்து,உன்னை கண்டநாள் ஒலி வட்டம் போல்உள்ளுக்குள்ளே சுழலுதடி,ஒலி வட்டம்,அவளை கண்ட நாள்,அவளை கண்ட நாள்
போகாதே,காலங்கள் யாவும் கனவாய்,கனவாய்,காலம்,காலம்
போகாதே,கண் தூங்கும்நேரம் பாா்த்து கடவுள் வந்து போனதுபோல் என் வாழ்வில் வந்தே,கண் தூங்கும்நேரம் பாா்த்து கடவுள் வந்து போனது,வாழ்வில் நுழைதல்,வாழ்வில் நுழைதல்
யாரோ,கொக்கை போல நாள்தோறும்ஒற்றை காலில் நின்றேன்,கொக்கை,ஆண்,
யாரோ,கண்மணி,கண்மணி,பெண்,
யாரோ,காற்றில் வைத்த சூடம் போலேகாதல் தீர்ந்து போகாது,காற்றில் வைத்த சூடம்,காதல்,காதல்
யாரோ,உந்தன் ஆடை காயப் போடும்உந்தன் வீட்டு கம்பி கொடியாய்என்னை எண்ணினேன்,கம்பி கொடியாய்,ஆண்,
பேசுகிறேன்,பேசுகிறேன் பேசுகிறேன்உன் இதயம் பேசுகிறேன்,உன் இதயம்,ஆண்,
அழகு குட்டி செல்லம்,நீ என் மின்மினி,மின்மினி,குழந்தை,
அழகு குட்டி செல்லம்,ரோஜா பூ கை ரெண்டும்,ரோஜா பூ,குழந்தை கை,குழந்தை கை
அரபு நாடே,என் கண்மணி,கண்மணி,பெண்,
அரபு நாடே,கவிஞன் உமர்கயாமின் கவிதையா,கவிஞன் உமர்கயாமின் கவிதையா,பெண்,
அரபு நாடே,என்னுடைய பார்வை கழுகு பார்வை தெரிஞ்சுக்கோ,கழுகு பார்வை,ஆணின் கண் கூர்மை,ஆணின் கண் கூர்மை
அரபு நாடே,வெண்ணிலாவின்தேகம் மூடும் மேகம்,வெண்ணிலா,பெண்,
பறவையே எங்கு இருக்கிறாய்,பறவையே எங்குஇருக்கிறாய்,பறவையே,பெண்,
பறவையே எங்கு இருக்கிறாய்,நீ போட்ட கடிதத்தின்வரிகள் கடலாக ,கடலாக,கடிதத்தின் வரிகள்,கடிதத்தின் வரிகள்
பறவையே எங்கு இருக்கிறாய்,அதில்மிதந்தேனே பெண்ணேநானும் படகாக,படகாக,,
பறவையே எங்கு இருக்கிறாய்,ஏழை காதல்மலைகள் தன்னில்தோன்றுகின்ற ஒரு நதியாகும்,நதியாகும்,ஏழை காதல்,ஏழை காதல்
எங்கேயோ பார்த்த மயக்கம்,தேவதை இந்த சாலை ஓரம்,தேவதை,பெண்,
எங்கேயோ பார்த்த மயக்கம்,கண் திறந்து இவள்பார்க்கும் போது கடவுளைஇன்று நம்பும் மனது,கடவுளைஇன்று நம்பும் மனது,பெண்,
எங்கேயோ பார்த்த மயக்கம்,கண்கள் திறக்காத சிற்பம்,சிற்பம்,பெண்,
எங்கேயோ பார்த்த மயக்கம்,ஆண் மனதை அழிக்க வந்த சாபம்,சாபம்,பெண்,
ஒரு நாளுக்குள்,உன் பார்வையில் விழுகின்ற பொழுது தொடு வானத்தைத் தொடுகின்ற உணர்வு,தொடு வானத்தைத் தொடுகின்ற உணர்வு,அவள் பார்வையில் விழுகிற பொழுது,அவள் பார்வையில் விழுகிற பொழுது
ஒரு நாளுக்குள்,இது ஏதோ புரியா உணர்வுஇதைப் புரிந்திட முயன்றிடும் பொழுது ஒரு பனிமலை... ஒரு எரிமலை...,ஒரு பனிமலை... ஒரு எரிமலை...,குழப்ப மனநிலை,குழப்ப மனநிலை
வெண்மேகம்,வெண்மேகம் பெண்ணாக உருவானதோ,வெண்மேகம்,பெண்,
வெண்மேகம்,மஞ்சள் வெயில் நீ,மஞ்சள் வெயில்,பெண்,
வெண்மேகம்,மின்னல் ஒளி நீ,மின்னல் ஒளி,பெண்,
வெண்மேகம்,விழி அசைவில் வலை விரித்தாய்,வலை விரித்தாய்,பெண்ணின் விழி அசைவு,பெண்ணின் விழி அசைவு
காற்றுக்குள்ளே,காற்றுக்குள்ளே வாசம் போல வந்தாய்,காற்றுக்குள்ளே வாசம்,பெண்,
காற்றுக்குள்ளே,எனக்குள் நீ காட்டுக்குள்ளேமழையை போலே அடஉனக்குள் நான்,காட்டுக்குள்ளேமழையை,உனக்குள் நான்,உனக்குள் நான்
சிறகுகள் வந்தது,ஓ நதியே நீ எங்கேஎன்று கரைகள் தேட கூடாதா,நதியே,பெண்,
சிறகுகள் வந்தது,நிலவே நீ எங்கே என்றுமுகில்கள் தேட கூடாதா,நிலவே,பெண்,
சிறகுகள் வந்தது,மழை இரவினில்குயிலின் கீதம் துடிப்பதையார் அறிவார்,குயிலின் கீதம் துடிப்பதை,ஆணின் காதல்,ஆணின் காதல்
ஏதோ செய்கிறாய்,இந்த நெருப்பு மயக்கமாய் இருக்கிறதே,நெருப்பு,நினைவுகள்,நினைவுகள்
துளி துளி துளி,மழையாய் வந்தாளே,மழை,பெண்,
துளி துளி துளி,பூப்போல் சிரிக்கும்போது,பூ,பெண் சிரித்தல்,பெண் சிரித்தல்
துளி துளி துளி,தேவதை அவள் ஒரு தேவதை,தேவதை,பெண்,
அடடா மழைடா,மயில் தோக போல இவ மழையில் ஆடும் போது,மயில் தோக,பெண் ஆடுதல்,பெண் ஆடுதல்
அடடா மழைடா,ரயில் பாலம் போல என் மனசும் ஆடும் பாரு,ரயில் பாலம்,ஆணின் மனது,ஆணின் மனது
அடடா மழைடா,மந்திரம் போல இருக்கு,மந்திரம்,காதலியுடனான பொழுதுகள்,காதலியுடனான பொழுதுகள்
அடடா மழைடா,புது தந்திரம் போல இருக்கு,புது தந்திரம்,காதலியுடனான பொழுதுகள்,காதலியுடனான பொழுதுகள்
அடடா மழைடா,பம்பரம் போல எனக்குதல மத்தியில் சுத்துது கிறுக்கு,பம்பரம்,தலை சுற்றுதல்,தலை சுற்றுதல்
அடடா மழைடா,தேவதை எங்கே,தேவதை,பெண்,
அடடா மழைடா,பட்டாம்பூச்சி பொண்ணு,பட்டாம்பூச்சி,பெண்,
அடடா மழைடா,பூவும் இவளும் ஒண்ணு,பூ,பெண்,
என் ஜன்னல் வந்த,கவிதை கொஞ்சும் குயிலே,குயிலே,பெண்,
என் ஜன்னல் வந்த,சிறு அணிலே,சிறு அணிலே,பெண்,
என் ஜன்னல் வந்த,சாக்லேட் பேபி நானே,சாக்லேட் பேபி,ஆண்,
என் ஜன்னல் வந்த,டாலர் கொட்டும் மீனே,டாலர் கொட்டும் மீனே,பெண்,
இதுவரை இல்லாத,வந்து வந்து கலக்கும்வெண்மேகமும்வெண்ணிலவும் போலஎந்தன் மன எண்ணங்களையார் அறிவார்,வெண்மேகமும்வெண்ணிலவும்,மன எண்ணங்கள்,மன எண்ணங்கள்
ஒரு பைத்தியம்,பூவாக பூத்தாயடி,பூ,பெண்,
என் நெஞ்சில்,குடை போலவே சாய்ந்தேன்,குடை,பெண் சாய்தல்,பெண் சாய்தல்
வா வா நிலவை,வா வா நிலவை புடிச்சுத் தரவாவெள்ளி பொம்மையாக்கி தரவா,வெள்ளி பொம்மை,நிலவு,நிலவு
வா வா நிலவை,ஒரு வட்டம்போலே வாழ்வாகும்,வட்டம்,வாழ்வு,வாழ்வு
வா வா நிலவை,அந்த வானம் போலே உறவாகும்,வானம்,உறவு,உறவு
இறகை போலே,இறகை போலே அலைகிறேனே,இறகை,ஆண்,
இறகை போலே,மின்னல் போலே தொட்டு சென்றதே,மின்னல்,பெண்ணின் தொடுகை,பெண்ணின் தொடுகை
இறகை போலே,நீ என்னை காண்பதே வானவில் போன்றதே,வானவில்,உன்னை காண்தல்,உன்னை காண்தல்
யார் இந்த பெண்,தோட்டத்தில் மலர்ந்த பூவாக,பூ,பெண்,
யார் இந்த பெண்,கூடத்தில் இவள் பாடும்ராகத்தில் அதிகாலைசூரியனை பார்பேன்,அதிகாலைசூரியனை,பெண் பாடும் ராகம்,பெண் பாடும் ராகம்
யார் இந்த பெண்,பெண் நெஞ்சம் புதையலை போல,புதையலை,பெண் நெஞ்சம்,பெண் நெஞ்சம்
வெளிச்ச பூவே,மின்சாரம் போல வந்தாயே,மின்சாரம்,காதலி,
வெளிச்ச பூவே,உயிர் தீட்டும் உயிலே,உயிலே,காதலி,
வெளிச்ச பூவே,குளிர் நீக்கும் வெயிலே,வெயிலே,காதலி,
வெளிச்ச பூவே,காதல் ஒரு ஜொரம்,ஜொரம்,காதல்,காதல்
வெளிச்ச பூவே,கை கால்கள் முளைத்த ஹைகூவே,ஹைகூவே,காதலி,
வெளிச்ச பூவே,ஜவ்வாது மனதை,ஜவ்வாது,பெண்ணின் மனது,பெண்ணின் மனது
வெளிச்ச பூவே,ஈச்சம் பூவே தொடு,ஈச்சம் பூவே,காதலி,
நீ யாரோ,குல சாமி இவன்,குல சாமி,காதலன்,
நீ யாரோ,இவன் ஆதி சிவன்,ஆதி சிவன்,காதலன்,
நீ யாரோ,நிழல் போல நடந்தாயோ,நிழல்,பெண்ணின் நடை,பெண்ணின் நடை
கண்ணான கண்ணே,கண்ணான கண்ணே நீ,கண்ணே,காதலி,
கண்ணான கண்ணே,என் உயிரே என் உயிரே,உயிரே,காதலி,
கண்ணான கண்ணே,கடல் அலை போல உன் கால் தொட்டு உரசி,கடல் அலை,காதலன்,
கண்ணான கண்ணே,கடல் மண்ண போல உன் காலோட ஒட்டி,கடல் மண்,காதலன்,
சிரிக்காதே,என் நெஞ்சம் தீயே,தீ,நெஞ்சம்,நெஞ்சம்
சிரிக்காதே,அடை மழையே நனையத் தெரியாதா,அடை மழை,காதலி,
சிரிக்காதே,மலர் குடையே மறையத் தெரியாதா,மலர் குடை,காதலி,
சிரிக்காதே,பகல் நிலவே என்னைத் தெரியாதா,பகல் நிலவே,காதலி,
காதலாட,தேன்மழை,தேன்மழை,காதலி,
காதலாட,ஆசை நூலில் பாசம் பூக்கள் கோர்த்திருந்தேனே,நூலில்,ஆசை,ஆசை
காதலாட,பொய்யாத பேரருள் நீயே,பேரருள்,காதலி,
காதலாட,பொல்லாத போர்களில் உன் வேர்வையாக பூத்திருப்பேனே,வேர்வையாக,காதலி,
காதலாட,நில்லாத ஓடையாய் உன் கைபிடித்து ஓடுகின்றேனே,நில்லாத ஓடை,காதலி,
காதலாட,ஆலகால நஞ்சு பாய்ந்தது மெல்ல மீள்வோமே,ஆலகால நஞ்சு,துன்பம்,துன்பம்
மறக்கவில்லையே,உன் போர்வையாக என்னை போற்றி கொண்டதும்,போர்வை,காதலன்,
மறக்கவில்லையே,நீ என் உலக அழகியே,உலக அழகியே,காதலி,
அந்த கண்ண பார்த்தாக்கா,அழகன்தான் அவன்தான்,அழகன்,காதலன்,
அந்த கண்ண பார்த்தாக்கா,பூப் போல மனசு,பூ,பெண்ணின் மனது,பெண்ணின் மனது
அந்த கண்ண பார்த்தாக்கா,மத்தாப்பு சிரிப்பு,மத்தாப்பு,பெண்ணின் சிரிப்பு,பெண்ணின் சிரிப்பு
அந்த கண்ண பார்த்தாக்கா,பட்டாசு பார்வை,பட்டாசு,பார்வை,பார்வை
வாத்தி கமிங்,வாத்தி கம்மிங் ஒத்து,ஒத்து,ஆண்,
நீ பார்த்த விழிகள்,உன்னை நிலவினில் கண்டேன்,நிலவினில்,பெண்,
நீ பார்த்த விழிகள்,அனலின்றி குளிர் வீசும் இது எந்தன் சிறை வாசம்,குளிர்,மேனி,மேனி
பீஸ்ட் மோட்,திரை தீ பிடிக்கும் வெடி வெடிக்கும் ஒருத்தன் வந்தா பட நடுங்கும்,திரை தீ பிடிக்கும் வெடி வெடிக்கும்,திரை,திரை
பீஸ்ட் மோட்,சில பேரின் பெயர் தான் ஒரு ஆளுமை பெருமானே,சில பேரின் பெயர்,பெயர்,பெயர்
போர் கண்ட சிங்கம்,இமைபோல உனை காக்கநான் தேய்கிறேன்,இமை,பெண்,
Private Party,என்ன கொன்னாளேஅவ கியூட்-ஆனா டான்ஸாலே,கொன்னாளே,சிரிப்பு,சிரிப்பு
டிப்ப டப்பம் டிப்பம் டப்பம்,ரத்தினமே,ரத்தினம்,பெண்,
இனி நான் உன்னைஎன் கண்ணைப்போல,கண்ணே,கண்ணே,பெண்,
அடி அழகா சிரிச்ச முகமே,அவளுக்கு பிடித்தஒருவகை சேவகன் ஆனேன்,சேவகன்,பெண்,
எடக்கு மொடக்கு,மச்சான் என்றும் நன்றி மறவா நாய்,நாய்,மனிதன்,மனிதன்
நான் பகல் இரவு,ஓ நான் பகல் இரவுநீ கதிா் நிலவு,நிலவு,பெண்,
உன் விழிகளில்,காற்று வீசும் திசை எல்லாம்நீ பேசும் சத்தம் கேட்டேனே,காற்று வீசும் திசை எல்லாம்நீ பேசும் சத்தம்,சத்தம்,சத்தம்
ரெண்டு காதல்,நீ விட்டு போகாதேஉயிரும் உறைந்து போகும்,உயிரும் உறைந்து போகும்,உயிர்,உயிர்
டூ டூ டூ,ஒரு ஜோடியாக ஒண்ணாயிருக்க நினைக்க நீ என்ன லார்டு முருகனா,லார்டு முருகனா,ஆண்,
என் விரல் இடுக்குல,என் உயிரோட ஆதாரம் நீ,ஆதாரம்,பெண்,
நாயகன் மீண்டும் வர,இவன் அடையாளம்அது கடல் ஆகும்,கடல்,அடையாளம்,அடையாளம்
இந்த பூமியில எப்ப வந்து நீ பொறந்த,மனச தாடி என் மணி குயிலே,மணி குயிலே,பெண்,
இந்த பூமியில எப்ப வந்து நீ பொறந்த,அக்கினி பழமுன்னு,அக்கினி பழமுன்னு,பெண்,
கோடு போட்டா,எங்க காத்து மீன்சுட்ட வாசம்,மீன்சுட்ட வாசம்,காற்று,காற்று
நெஞ்சுக்குள்ள,இத தாங்காத மனசு தண்ணி பட்ட கண்ணாடி,தண்ணி பட்ட கண்ணாடி,மனசு,மனசு
இரும்பிலே ஒரு இருதயம்,பெண் பூவே உன்னோடு,பூ,பெண்,
இரும்பிலே ஒரு இருதயம்,உன் கையில் பொம்மையாவேன்,பொம்மை,ஆண்,
புதிய மனிதா,என் எந்திரன் இவன் அமரன்,அமரன்,ஆண்,
அரிமா அரிமா,இந்த எந்திரன் என்பவன் படைப்பின் உச்சம்,படைப்பின் உச்சம்,ஆண்,
அன்பில் அவன்,அந்த வானம் வீடாக,வானம்,வீடு,வீடு
கண்ணுக்குள் கண்ணை ஊற்றி கொண்டே,நான் உன் வானின் நிலா,வானின் நிலா,பெண்,
"உன்னால் உன்னால் உன்னால்
 பேரன்பே",காசியில்வீசிய வாசனை எல்லாம் காதலி உன் குழல் வாசம்,குழல் வாசம்,பெண்,
ஒளியாக வந்தாய்,என் இதய கண்ணை திறந்தேனே,இதய கண்,ஆண்,
எரிமலை நானே,எரிமலை நானே,எரிமலை,ஆண்,
எரிமலை நானே,என் சோளக்கொல்லை பொம்மையே,சோளக்கொல்லை பொம்மை,ஆண்,
கூ கூ என ஒரு குயில் தேடிடா,சிறகில்லா தேவதை நீ,சிறகில்லா தேவதை,பெண்,
கூ கூ என ஒரு குயில் தேடிடா,தரை வந்த தாமரை நீ,தரை வந்த தாமரை,பெண்,
தாலியே தேவ இல்ல நீதான் என் பொஞ்சாதி,நீ தாய்மாமன் சீதனமே,தாய்மாமன் சீதனமே,பெண்,
புத்தம் புது காத்துதான்,நானும் ஒரு மீனானேன்,மீனானேன்,ஆண்,
ஓடும் வரையில்,எனக்குள் மழையாய் பெய்தாய்,மழை,பெண்,
ஓடும் வரையில்,காதல் சிற்பம் நீ செய்தாய்,சிற்பம்,காதல்,காதல்
"ஒரு தேவதை பார்க்கும்
 நேரம் இது",ஒரு தேவதை பார்க்கும் நேரம் இது,தேவதை,பெண்,
எங்கேப்போவது,தூண்டில் புழுவென ஆனாய்,தூண்டில் புழு,ஆண்,
என் ஜன்னல் வந்த காற்றே,நான் கால்கள் கொண்ட தென்றல்,கால்கள் கொண்ட தென்றல்,பெண்,
என் ஜன்னல் வந்த காற்றே,நடமாடும் சாலை மின்னல்,நடமாடும் சாலை மின்னல்,பெண்,
என் ஜன்னல் வந்த காற்றே,நான் கூந்தல் கொண்டமேகம்,நான் கூந்தல் கொண்டமேகம்,பெண்,
பிஞ்சு பிஞ்சு மழை பேசுவதென்ன,அன்னக்கொடி அவள்,அன்னக்கொடி,பெண்,
பிஞ்சு பிஞ்சு மழை பேசுவதென்ன,கதிர் ஒளி அவள் வார்த்தையே,கதிர் ஒளி,பெண் வார்த்தை,பெண் வார்த்தை
பிஞ்சு பிஞ்சு மழை பேசுவதென்ன,கலங்கரை அவள் பார்வையே,கலங்கரை,பெண் பார்வை,பெண் பார்வை
மதுர வீரன் அழகுல,வாடி என் கருப்பட்டி,கருபட்டி,பெண்,
மதுர வீரன் அழகுல,தங்கமே உன்ன தூக்கித்தான்,தங்கமே,பெண்,
யார் அந்த ஓவியத்தை நடமாட வைத்ததோ,அயில மீன் கண்ணே கண்ணு,அயில மீன் கண்,பெண்னின் கண்,பெண்னின் கண்
என்னோடு வா பேரழகே,நீயே எந்தன் காதல் எல்லையே,காதல் எல்லை,பெண்,
ஆயிரம் முகங்கள் சேர்ந்துதான்,சூரிய பந்தொன்று உண்டானதே,சூரிய பந்தொன்று,சூரியன்,சூரியன்
எந்தப்பக்கம் காணும்போதும்,நீ தாய்ப்பால் மழையாய் வந்தாய்,தாய்ப்பால் மழை,பெண்,
அடி அழகே அழகே,நீ என்னுடைய தேவதை,தேவதை,பெண்,
ஆம்பளைக்கும் பொம்பளைக்கும் அவசரம்,காதல் எல்லாமே ஒரு கண்ணாம்பூச்சி,கண்ணாம்பூச்சி,காதல்,காதல்
அடடா வா அசத்தலாம்,வாழ்க்கை ஒரு பூ,பூ,வாழ்க்கை,வாழ்க்கை
நீதானே நீதானே என் நரம்புக்குள் ஓடினாய்,இதய சதுக்கம் நடுங்குதே,சதுக்கம்,இதயம்,இதயம்
இதழின் ஒரு ஓரம்,நீதான் என் குறிஞ்சிப் பூ,குறிஞ்சிப் பூ,பெண்,
இதழின் ஒரு ஓரம்,ஓ பெண்ணே என் கண்ணே,என் கண்,பெண்,
இதழின் ஒரு ஓரம்,செந்தேனே,செந்தேனே,பெண்,
ஹேய் சத்தியமா நீ எனக்கு தேவையே இல்ல,ராணி நீ தான்டி,ராணி,பெண்,
ஐலசா ஐலே ஐலசா,பாவி இதயத்த காத்தாடி ஆக்கி புட்டா,காத்தாடி,இதயம்,இதயம்
ஓ பெண்ணே பெண்ணே என் கண்ணே,உன் கையிலே நான் நூல் பொம்மையே,நூல் பொம்மை,ஆண்,
ஹேய் ராயபுரம் பீட்டரு,அக்மார்க்கு தங்கம் நானே,அக்மார்க்கு தங்கம்,ஆண்,
தங்கமே உன்னத்தான்,தங்கமே உன்னத்தான்,தங்கமே,பெண்,
தங்கமே உன்னத்தான்,வைரமே,வைரமே,பெண்,
தங்கமே உன்னத்தான்,என் கனவுல செஞ்சுவெச்ச சிலையே,சிலையே,பெண்,
தங்கமே உன்னத்தான்,கொடியே,கொடி,பெண்,
காதல் கண் கட்டுதே,அன்பே அன்பே மழையும் நீ தானே,மழை,பெண்,
காதல் கண் கட்டுதே,கண்ணே கண்ணே வெயிலும் நீ தானே,வெயிலும்,பெண்,
காதல் கண் கட்டுதே,விளக்காக உணா்ந்தேனே உன்னை நானே,விளக்காக,பெண்,
என்ன சொல்ல ஏது சொல்ல,நெஞ்சில் முத்து முத்தா வோ்க்க,முத்து முத்தா,வியர்வை,வியர்வை
டானு டானு டானு,நா உன்னோட கோல்ட் மீனு,கோல்ட் மீனு,பெண்,
டானு டானு டானு,நான் உன்னோட கேஃபின்னு,கேஃபின்னு,பெண்,
ஆத்தி என நீ,தூசி என கண்ணில் விழுந்து ஆருயிரில் கலந்தாயே,தூசி என கண்ணில் விழுந்து,பெண்,
பக்கம் வந்து கொஞ்சம் முத்தங்கள்,பெண்ணே எந்தன் உலகம் நீதான்,உலகம்,பெண்,
யார் பெற்ற மகனோ,இந்த ஊர் கும்பிடும் குல சாமி இவன்,ஊர் கும்பிடும் குல சாமி,ஆண்,
யார் பெற்ற மகனோ,கண்ணீர் மழை வருமே,மழை,கண்ணீர்,கண்ணீர்
போற போக்கில் ஒரு லுக்க விட்டு,எனக்குன்னு இறங்குன தேவதை,தேவதை,பெண்,
உன்னோடு வாழ்வதே ஆனந்தமே,பிள்ளை தெய்வம் மண்ணில் தோன்றிட,பிள்ளை தெய்வம்,பெண்,
வெறியேற விதி மாற,நீ தீயின் சேய்யடா,தீயின் சேய்,ஆண்,
இறைவா என் இறைவா,பொன் சிலையே நீ,பொன் சிலை,ஆண்,
உன் கை நாளை உயராதோ,உனது கை விரல் உளிகள் ஆகுதே,உளிகள்,கை விரல்,கை விரல்
பேட்ட பராக்,மொரட்டு காளை இவன்,மொரட்டு காளை,ஆண்,
திசை திரும்பி நாளும்,அம்பு விட்ட வேடன் நீதான்,அம்பு விட்ட வேடன்,ஆண்,
திசை திரும்பி நாளும்,கண்ணில் காணும் பிம்பம் ஏதும் நீதான்,கண்ணில் காணும் பிம்பம்,ஆண்,
திசை திரும்பி நாளும்,பிம்பம் காட்டும் பாதை நீதான்,பிம்பம் காட்டும் பாதை,ஆண்,
திசை திரும்பி நாளும்,நீயே விதை,விதை,ஆண்,
திசை திரும்பி நாளும்,நீயே மழை,மழை,ஆண்,
தரம் மாறா சிங்கள் நானடி,வால் இல்லாத வானரம்,வால் இல்லாத வானரம்,ஆண்,
தரம் மாறா சிங்கள் நானடி,என் முல்லையே,முல்லை,பெண்,
தரம் மாறா சிங்கள் நானடி,நீ தேவையே,தேவை,பெண்,
அவள் முகம் பார்த்து,உயிர் கொண்ட சிலை ஆகுறேன்,உயிர் கொண்ட சிலை,ஆண்,
சிநேகிதனே,பூப்பறிக்கும் பக்தன் போல,பூப்பறிக்கும் பக்தன்,ஆண்,
சிநேகிதனே,உன் நித்திலப்பூ மடியில்,நித்திலப்பூ,பெண்ணின் மடி,பெண்ணின் மடி
தனியே தன்னன் தனியே,பால்மழை பொழிந்தது,பால்மழை,நிலா வெளிச்சம்,நிலா வெளிச்சம்
என்ன என்ன,பட்டுப்பொண்ணு வெக்கத்துல,பட்டு,பெண்,
என்ன என்ன,பொன்சிரிப்பு,பொன்,சிரிப்பு,சிரிப்பு
என்ன என்ன,சூரியன ஆறவெச்சு ஒஹொ நெத்திப்பொட்டா வெச்சிக்கிட்டா,சூரியன,நெத்திப்பொட்டு,நெத்திப்பொட்டு
என்ன என்ன,சுத்திவரும் பூமியத்தான் மூக்குத்தியா,பூமி,மூக்குத்தி,மூக்குத்தி
என்ன என்ன,நட்சத்திரப் பூவையெல்லாம்,நட்சத்திரப்,பூ,பூ
கேட்டேனா நான்,முண்டாசு கவிஞன் சொன்ன கண்ணமாவா,கண்ணமா,பெண்,
கேட்டேனா நான்,நான் கற்ற அறிவியலில் உன்னைப்போல் அதிசயம் இல்லை,அதிசயம்,பெண்,
கேட்டேனா நான்,நான் தான் அந்த ஐன்ஸ்டீன் னா,ஐன்ஸ்டீன்,ஆண்,
கேட்டேனா நான்,கண்ணை ஒரு கல்லைப்போல,கல்,பெண்ணின் கண்,பெண்ணின் கண்
கேட்டேனா நான்,காற்றினில் வைத்த கற்பூரம் போல்,காற்றினில் வைத்த கற்பூரம்,பெண்ணின் அன்பு,பெண்ணின் அன்பு
மருதாணி விழியில்,மருதாணி விழியில்,மருதாணி,பெண்ணின் விழி,பெண்ணின் விழி
மருதாணி விழியில்,நகம் எல்லாம் பொக்கிஷம் போலே,பொக்கிஷம்,நகம்,நகம்
மருதாணி விழியில்,அவன் நெஞ்சம் தாய்பால் போலே எந்நாளும் பரிசுத்தம்,தாய்ப்பால்,நெஞ்சம்,நெஞ்சம்
காட்டுச் சிறுக்கி,காட்டுச் சிறுக்கி,காட்டு சிறுக்கி,பெண்,
