Name,Metaphor,Source Word,Target word,Target word
காட்டுச் சிறுக்கி,ஏர் கிழிச்ச தடத்து வழி நீர் கிழிச்சு போவது போல் நீ கிழிச்ச கோட்டு வழி நீளுதடி எம்பொழப்பு,ஏர் கிழிச்ச தடத்து வழி நீர் கிழிச்சு போவது,"நீ கிழிச்ச கோட்டு
 வழி நீளும் எம்பொழப்பு","நீ கிழிச்ச கோட்டு
 வழி நீளும் எம்பொழப்பு"
காட்டுச் சிறுக்கி,ஊரான் காட்டு கனியே,ஊரான் காட்டு கனியே,பெண்,
என்னை விட்டு உயிர் போனாலும்,நீ இல்லா நேரம் அது நிலவே இல்லா வானமே,நிலவே இல்லா வானமே,காதலன்,
யாரும் இல்லா பொன் நேரமே,துருவென இருந்தேன் துணியென மடித்தாய்,துணியென மடித்தாய்,ஆண்,
பிஞ்சு பிஞ்சு மழை,உன் கை விரலே ஒரு தூரிகையாய் தீட்டிடுதே என்னை ஓவியமாய்,தூரிகையாய்,கைவிரல்,கைவிரல்
போகாதே போகாதே,பெண்ணை நீ இல்லாமல் பூலோகம் இருட்டிடுதே,பூலோகம் இருட்டிடுதே,பெண் இல்லாத ஆண்,பெண் இல்லாத ஆண்
போகாதே போகாதே,நடைபாதை விளக்கா காதல் விடிந்தவுடன் அணைப்பதற்கு,நடைபாதை விளக்கா,காதல்,காதல்
இரவா பகலா,நிலவின் முதுகும் பெண்ணின் மனதும் என்றும் ரகசியம் தானா,நிலவின் முதுகும்,பெண்ணின் மனது,பெண்ணின் மனது
ஓ சென்யோரீட்டா,பேசும் மெழுகு பொம்மையே,மெழுகு பொம்மையே,பெண்,
ஓ சென்யோரீட்டா,மஞ்சள் நிற மலர்,மஞ்சள் நிற மலர்,பெண்,
ஓ சென்யோரீட்டா,உந்தன் கூந்தல் முடி கொஞ்சம் அசைகின்றது அந்த அசைவுக்கு நடனங்கள் இணையில்லையே,நடனங்கள்,கூந்தல் முடி,கூந்தல் முடி
ஓ சென்யோரீட்டா,சிற்பம் கவிதை ஓவியம் மூன்றும் சேரும் ஓரிடம்,சிற்பம் கவிதை ஓவியம்,பெண்,
மதுரை வீரன் அழகுல,ஆந்தை முழிக்காரியே,ஆந்தை ,பெண்ணின் கண்,பெண்ணின் கண்
உலகம் ஒரு புள்ளி ஆகுது,விழி நனைந்திடும் நேரம் பார்த்து இமை விலகிவிடாது,விழி நனைந்திடும் நேரம்,சோகம் கொண்ட காதலன்,சோகம் கொண்ட காதலன்
நீதானே நீதானே,என் விழியின் கருமணியில் தேடிப்பார் உன் காலடி தடங்களை காட்டுமே,விழியின் கருமணியில் காலடி தடங்களை,காதலன்,
நீதானே நீதானே,நீ இரவில் வெயிலாய் இருக்கிறாய்,இரவில் வெயிலாய்,பெண்,
கதற கதற கதற,பகல் மேல பால் தெளிச்சி உருவான ஓவியமே,பகல் மேல பால் தெளிச்சி உருவான ஓவியமே,பெண்,
கதற கதற கதற,பாப்பாளி பழமே,பாப்பாளி பழமே,பெண்,
கதற கதற கதற,பட்டாசா வெடிக்கறியே,பட்டாசா,பெண்,
அம்மா என் முகவரி நீ,நான் வாழ்ந்த முதல் அறை நீ,வாழ்ந்த முதல் அறை,தாயின் கருவறை,தாயின் கருவறை
அம்மா என் முகவரி நீ,சிறகுகள் வளர்த்து பறக்க வைத்தாய்,சிறகுகள் வளர்த்து பறக்க வைத்தாய்,மகன்,மகன்
அம்மா என் முகவரி நீ,இமைகளுக்குள்ளே அடைகாத்தாய்,இமைகளுக்குள்ளே அடைகாத்தாய்,தாய்,தாய்
அம்மா என் முகவரி நீ,உன் வாழ்க்கையின் மேல் என் வாழ்க்கையினை வரைந்து வைத்தாயே,உன் வாழ்க்கையின் மேல் என் வாழ்க்கையினை வரைந்து வைத்தாயே,தாய்,தாய்
அம்மா என் முகவரி நீ,ஒரு தோல்வி என்னை தொடும்போது என் தோளை வந்து தொடுவாயே,ஒரு தோல்வி என்னை தொடும்போது,தோளை வந்து தொடுவாயே,தோளை வந்து தொடுவாயே
மதுர பொண்ணு,மல்லிக பூ மரிகொழுந்து,மல்லிக பூ மரிகொழுந்து,பெண்,
மதுர பொண்ணு,ஊசி குத்துர கண்ணால்,ஊசி குத்துர,பெண்ணின் கண்,பெண்ணின் கண்
அடி ஆத்தாடி,இளமனசொன்னு இறக்கை கட்டிப் பறக்குது,இறக்கை கட்டிப் பறக்குது,இளமனசு,இளமனசு
அடி ஆத்தாடி,ஒரு அலை வந்து மனசில அடிக்குது,அலை வந்து மனசில அடிக்குது,காதல்,காதல்
அடி ஆத்தாடி,உன்னைப் பாத்து அலைகள் எல்லாம் மெட்டுக்கட்டிப் பாடாதோ,அலைகள் எல்லாம் மெட்டுக்கட்டிப் பாடாதோ,பெண்,
அடி ஆத்தாடி,படபடக்கும் நெஞ்சுக்குள்ள பட்டாம்பூச்சி பார்த்தாயோ,பட்டாம்பூச்சி,படபடக்கும் நெஞ்சு,படபடக்கும் நெஞ்சு
அடி ஆத்தாடி,பொன்மானே,பொன்மானே,பெண்,
ராசாத்தி உன்னை,ராசாத்தி உன்னை காணாத நெஞ்சு காத்தாடி போலாடுது,காத்தாடி,ஆணின் மனது,ஆணின் மனது
ராசாத்தி உன்னை,கண்ணுக்கொரு வண்ணக்கிளி காதுக்கொரு கானக் குயில் நெஞ்சுக்கொரு வஞ்சிக்கொடி நீதானம்மா,வண்ணக்கிளி கானக் குயில் வஞ்சிக்கொடி,பெண்,
ராசாத்தி உன்னை,நீதானே கண்ணே நான் வாங்கும் மூச்சு,நீதானே கண்ணே நான் வாங்கும் மூச்சு,பெண்,
ராசாத்தி உன்னை,மங்கை ஒரு கங்கை,கங்கை,மங்கை,மங்கை
ராசாத்தி உன்னை,மன்னன் ஒரு கண்ணன்,கண்ணன்,மன்னன்,மன்னன்
தேனே தென்பாண்டி மீனே,தேனே தென்பாண்டி மீனே,தேனே தென்பாண்டி மீனே,பெண்,
தேனே தென்பாண்டி மீனே,மானே இளமானே,மானே இளமானே,பெண்,
சங்கீத மேகம்,சங்கீத மேகம்,சங்கீத,மேகம்,மேகம்
சங்கீத மேகம்,தேன் சிந்தும் நேரம்,தேன் சிந்தும்,நேரம்,நேரம்
சங்கீத மேகம்,ஆகாயம் பூக்கள் தூவும் காலம்,ஆகாயம் பூக்கள் தூவும்,காலம்,காலம்
சங்கீத மேகம்,எந்தன் மூச்சும் இந்த பாட்டும் அணையா விளக்கே,அணையா விளக்கே,எந்தன் மூச்சும் இந்த பாட்டும்,எந்தன் மூச்சும் இந்த பாட்டும்
காத்திருந்து காத்திருந்து,முக்குளிச்சு நானெடுத்த முத்துச்சிப்பி நீதானே,முக்குளிச்சு நானெடுத்த முத்துச்சிப்பி,பெண்,
காத்திருந்து காத்திருந்து,முத்தெடுத்து நெஞ்சுக்குள்ள பத்திரமா வெச்சேனே,முத்து,பெண்,
காத்திருந்து காத்திருந்து,நீரு நிலம் நாலு பக்கம் நான் திரும்பி பாத்தாலும் அந்தப்பக்கம் இந்தப்பக்கம் அத்தனையும் நீயாகும்,நீரு நிலம் நாலு பக்கம் நான் திரும்பி பாத்தாலும் அந்தப்பக்கம் இந்தப்பக்கம் அத்தனையும் நீயாகும்,பெண்,
காத்திருந்து காத்திருந்து,ஆலையிட்ட செங்கரும்பா ஆட்டுகிற எம் மனச,ஆலையிட்ட செங்கரும்பா,ஆணின் மனம்,ஆணின் மனம்
காத்திருந்து காத்திருந்து,உள்ளமும் புண்ணாச்சு,புண்,உள்ளம்,உள்ளம்
ஆகாசம் கண்ணுக்குள்ள,ஆகாசம் கண்ணுக்குள்ள கருவாகி வந்த புள்ள,ஆகாசம் கண்ணுக்குள்ள கருவாகி வந்த புள்ள,பெண்,
சண்டியரே சண்டியரே,அடங்காத காளையை போல்,அடங்காத காளை,ஆணின் மனம்,ஆணின் மனம்
"பொன் வானம்
 பன்னீர் தூவுது இந்நேரம்",பொன் வானம் பன்னீர் தூவுது இந்நேரம்,பொன் வானம்,நேரம்,நேரம்
"பொன் வானம்
 பன்னீர் தூவுது இந்நேரம்",மலர் அம்புகள்,மலர்,அம்புகள்,அம்புகள்
"பொன் வானம்
 பன்னீர் தூவுது இந்நேரம்",இந்த வெள்ளை மல்லிகை தேவ கன்னிகை தானமா,வெள்ளை மல்லிகை,பெண்,
ஓஹோ மேகம் வந்ததோ,நாம் எல்லோருமே செம்மீன்கள் ஆகலாம்,செம்மீன்கள்,மனிதர்கள்,மனிதர்கள்
ஓஹோ மேகம் வந்ததோ,பொன்னோவியம்,பொன்னோவியம்,பெண்,
காதோரம் லோலாக்கு,என் கூட உன் போல் ஓவியப் பாவை இல்லாமல் போனால் நான் ஒரு ஏழை,ஓவியப் பாவை,காதலியின் பிரிவில் காதலன்,காதலியின் பிரிவில் காதலன்
காதோரம் லோலாக்கு,உன்னாட்டம் தான் தங்கத்தேரு கண்டதில்லை எங்க ஊரு,தங்கத்தேரு,பெண்,
கற்பூர பொம்மை ஒன்று,முத்தே என் முத்தாரமே,முத்தே என் முத்தாரமே,பெண்,
கற்பூர பொம்மை ஒன்று,மானே உன் வார்த்தை ரீங்காரம்,மானே உன் வார்த்தை ரீங்காரம்,பெண்ணின் வார்த்தை,பெண்ணின் வார்த்தை
கற்பூர பொம்மை ஒன்று,உன் பேச்சு நாளும் செந்தேன் குழல்,செந்தேன் குழல்,பெண்ணின் பேச்சு,பெண்ணின் பேச்சு
பச்ச மலப்பூவு,அழகே பொன்னுமணி சிரிச்சா வெள்ளிமணி,பொன்னுமணி வெள்ளிமணி,பெண்,
பச்ச மலப்பூவு,மஞ்சளோ தேகம்,மஞ்சளோ தேகம்,தேகம்,தேகம்
பச்ச மலப்பூவு,நீ உச்சி மல தேனு,உச்சி மல தேனு,பெண்,
இளமையெனும் பூங்காற்று,இளமை மலரின் மீது தன்னை இழந்த வண்டு,வண்டு,காதலன்,
இளமையெனும் பூங்காற்று,கிளியே,கிளி,பெண்,
இளமையெனும் பூங்காற்று,இளமையெனும் பூங்காற்று பாடியது ஓர் பாட்டு,பூங்காற்று,இளமை,இளமை
ஒரு நாளும் உனை மறவாத,விழியோடு இமைபோலே,விழியோடு இமை,காதலியுடன் காதலி,காதலியுடன் காதலி
ஒரு நாளும் உனை மறவாத,உன்னுதிரம் போலே நான்,உன்னுதிரம்,காதலன்,
ஒரு நாளும் உனை மறவாத,உன்னை ஒரு சேய்போலே என் மடியில் தாங்கவா,சேய்,பெண்,
ஒரு நாளும் உனை மறவாத,தோகை கொண்டு நின்றாடும் தேன்கரும்பு தேகம்,தோகை கொண்டு நின்றாடும் தேன்கரும்பு,தேகம்,தேகம்
"இளவேனில்
 இது வைகாசி மாதம்",என் மேனி நீ மீட்டும் பொன் வீணை என்று,பொன் வீணை,மேனி,மேனி
"இளவேனில்
 இது வைகாசி மாதம்",நீ சூடும் பூமாலை வான் போல் வாழ்கவே,வான்,பூமாலை,பூமாலை
பூவே செம்பூவே,நிழல் போல நானும்,நிழல்,ஆண்,
பூவே செம்பூவே,"வாய் பேசிடும்
 புல்லாங்குழல்
 நீதான் ஒரு
 பூவின் மடல்",புல்லாங்குழல்,பெண்,
நினைத்த வரம் கேட்டு,"வானில் நூறு
 கோடி உண்டு தாரகை
 ஒழி வீசும் நிலவு போல
 எந்தன் காரிகை",ஒழி வீசும் நிலவு,பெண்,
நினைத்த வரம் கேட்டு,"பிரம்மன் இந்த
 உலகுக்கு ஈன்ற சீதனம்","பிரம்மன் இந்த
 உலகுக்கு ஈன்ற சீதனம்",பெண்,
நன்றி சொல்லவே உனக்கு,"நாற்புறமும் அலைகள் அடிக்க
 நீயொரு தீவென தனித்திருக்க",தீவென,பெண்,
நன்றி சொல்லவே உனக்கு,இரு சிறு விழி நீரில் ஆட,இரு சிறு விழி நீரில்,கண்ணீர்,கண்ணீர்
நேந்துகிட்ட நேர்த்திக்கடன்,"தங்கமணி முத்துமணி போலே
 ஒரு பிள்ளை பொறப்பான்",தங்கமணி முத்துமணி,பிள்ளை,
நேந்துகிட்ட நேர்த்திக்கடன்,"வைரமணி வெள்ளிமணி போலே
 இரு கண்ண தொறப்பான்",வைரமணி வெள்ளிமணி,பிள்ளை,
நேந்துகிட்ட நேர்த்திக்கடன்,"வீராதி வீரன் போல்
 பிள்ளை வரப்போறான் ஹ ஹான்",வீராதி வீரன்,பிள்ளை,
நேந்துகிட்ட நேர்த்திக்கடன்,"ஒரு வெள்ளி ரதம் போல்
 பய துள்ளி குதிப்பான்",வெள்ளி ரதம்,பிள்ளை,
காட்டு குயில் பாட்டு சொல்ல,மனசுல திறந்தது மணிக்கதவு,மணிக்கதவு,மனம்,மனம்
"தென்றல் வந்து
 தீண்டும் போது",குயிலெல்லாம் தேனா பாடுது,தேனா,குயில் பாட்டு,குயில் பாட்டு
"தென்றல் வந்து
 தீண்டும் போது","ஓடை நீரோடை
 இந்த உலகம் அதுபோல",ஓடை நீரோடை,உலகம்,உலகம்
ராஜ ராஜ சோழன் நான்,"மண் மீது சொர்க்கம் வந்து
 பெண்ணாக ஆனதே",மண் மீது சொர்க்கம்,பெண்ணாக,பெண்ணாக
ராஜ ராஜ சோழன் நான்,"வில்லோடு அம்பு ரெண்டு
 கொல்லாமல் கொல்லுதே
 பெண் பாவை கண்கள்",வில்லோடு அம்பு,பெண் பாவை கண்கள்,பெண் பாவை கண்கள்
ராஜ ராஜ சோழன் நான்,பொன்மேனி,பொன்,பெண்,
கட்டிக்கிடலாம் கட்டிகிடலாம்,"ஊதக்காத்து ராப்போது
 தீ போல ஆயாச்சு",ஊதக்காத்து ராப்போது தீ,தீ,தீ
"மச்சான் மச்சான்
 உன் மேல ஆசை வெச்சான்",உசுரோட உன்னை தெச்சான்,உசுரோட உன்னை தெச்சான்,பெண்,
"மச்சான் மச்சான்
 உன் மேல ஆசை வெச்சான்",தாயாகி சில நேரம்,தாயாகி,பெண்,
"மச்சான் மச்சான்
 உன் மேல ஆசை வெச்சான்",சேயாகி சில நேரம்,சேயாகி,பெண்,
காதல் நீ தானா,வானமும் என் பூமியும் உன்னிடம்,வானமும் என் பூமியும் உன்னிடம்,காதலனின் வாழ்க்கை,காதலனின் வாழ்க்கை
காதல் நீ தானா,"கேட்காத குயிலில் ஓசை
 கேட்குதே உன் வார்த்தையில்",குயிலில் ஓசை,பெண்ணின் வார்த்தை,பெண்ணின் வார்த்தை
காதல் நீ தானா,"நான் பேசும் பொய்யும்
 கவிதை ஆகுதே நம் காதலில்",கவிதை,பொய்,பொய்
ஆனந்த குயிலின் பாட்டு,"நான் கண்ட கீதை
 அண்ணனின் வாா்த்தைகள் தான்",கீதை,அண்ணனின் வாா்த்தைகள்,அண்ணனின் வாா்த்தைகள்
ஆனந்த குயிலின் பாட்டு,பாச நிலா தேய்ந்திடுமோ,நிலா,பாசம்,பாசம்
சின்னத் தாயவள்,முள்ளில் தோன்றிய சின்ன ரோசாவே,முள்ளில் தோன்றிய சின்ன ரோசா,பெண்,
சின்னத் தாயவள்,பால் மணம் வீசும் பூமுகம்,பூ,பெண்,
நாயகன் மீண்டும் வர,"இவன் வரலாறும்
 ஒரு யுகம் பாடும்",ஒரு யுகம்,இவன் வரலாறு,இவன் வரலாறு
நாயகன் மீண்டும் வர,எழுந்தான் மலையாய்,மலை,ஆண்,
நாயகன் மீண்டும் வர,"பல வாள் துளைத்தும்
 இவன் வீழ்ந்ததில்லை","பல வாள் துளைத்தும்
வீழ்ந்ததில்லை",ஆண்,
நாயகன் மீண்டும் வர,"சிவனே எதிர்த்தும்
 இவன் அடங்கவில்லை",சிவனே எதிர்த்தும் அடங்கவில்லை,ஆண்,
நாயகன் மீண்டும் வர,"எமனே முயன்றும்
 இவன் மாய்ந்ததில்லை",எமனே முயன்றும் மாய்ந்ததில்லை,ஆண்,
காதல் கண் கட்டுதே,காதல் கண் கட்டுதே,கண் கட்டுதே,காதல்,காதல்
காதல் கண் கட்டுதே,உன் நினைவிலே கரைகிறேன்,கரைகிறேன்,ஆண்,
காதல் கண் கட்டுதே,"இருள் போலே இருந்தேனே
 விளக்காக உணா்ந்தேனே
 உன்னை நானே","இருள் , விளக்காக ","ஆண், பெண்",
அடி அழகா சிரிச்ச முகமே,நீ மழலை,மழலை,பெண்,
அடி அழகா சிரிச்ச முகமே,நீ இலை நான் பருவ மழை,"இலை , மழை","ஆண், பெண்",
அடி அழகா சிரிச்ச முகமே,"அவன் அருகினிலே
 கணல் மேல் பனிதுளி ஆனேன்",கணல் மேல் பனிதுளி,ஆண்,
அடி அழகா சிரிச்ச முகமே,நீர் தொடும் தாமரை,நீர் தொடும் தாமரை,பெண்,
வாடா தம்பி,"பொறுத்து பொறுத்து
 நீ பொறுமைக்கு
 இரையாகி போகாத",பொறுமைக்கு இரை,ஆண்,
நான் பகல் இரவு,"போக போக
 ஏனோ நீளும் தூரமே","போக போக
 ஏனோ நீளும் தூரமே",வாழ்க்கை,வாழ்க்கை
நான் பகல் இரவு,இசையாக நீயே மாறி,இசை,பெண்,
ரெண்டு காதல்,"அழகாய் மலர்வது போல்
 உதிர்வது காதல்",மலர்வது போல் உதிர்வது,காதல்,காதல்
ரெண்டு காதல்,"எங்கோ தெரிவது போல்
 மறைவது காதல்",தெரிவது போல் மறைவது,காதல்,காதல்
என் விரல் இடுக்குல,என் உயிரே,உயிரே,பெண்,
என் விரல் இடுக்குல,"கடல் மண்ண போல
 உன் காலோட ஒட்டி
 கரை தாண்டும் வரை
 நான் இருப்பேனடி",கடல் மண்,ஆண்,
என் விரல் இடுக்குல,"கடல் அலை போல
 உன் கால் தொட்டு உரசி
 கடல் உள்ள போறவன்
 நான் இல்லடி",கடல் அலை,ஆண்,
என் விரல் இடுக்குல,"நித்தம் நித்தம் நீ ஒடஞ்சா
 ஒட்ட வைக்க நான் இருக்கேன்",ஒடஞ்சா,பெண்,
முன் செல்லடா,"உளி முத்தம் வைத்ததும்
 சிதறும் அப்பாறை துளிகள்",உளி,முத்தம்,முத்தம்
முன் செல்லடா,"தூரம் நின்று யோசித்தால்
 குட்டை கூட ஆழம்தான்",குட்டை,ஆழம்,ஆழம்
முன் செல்லடா,"உள்ளே சென்று நேசித்தால்
 அக்கடலும் உந்தன் தோழன்தான்",அக்கடலும்,தோழன்,தோழன்
யாஞ்சி,"கனவினில் முளைக்கிறாய்
 இமை அணைக்கையில்",கனவினில் முளைக்கிறாய்,பெண்,
யாஞ்சி,"காந்தமாய் என்னை ஈர்க்கும்
 உந்தன் அன்பு",காந்தம்,அன்பு,அன்பு
யாஞ்சி,"நீ எந்தன் பாதி என்றும்
 நானும் உந்தன் மீதி என்றும்",பாதி,"ஆண், பெண்","ஆண், பெண்"
உயிரே உன் உயிரென,"உயிரே உன் உயிரென
 நான் இருப்பேன்",உயிரென,பெண்,
உயிரே உன் உயிரென,"கனவாய் உன் விழிகளைப்
 பாத்திருப்பேன் தினமே",கனவு,ஆண்,
உயிரே உன் உயிரென,"மழையாய் என் மனதினில்
 நீ விழுந்தாய்",மழை,பெண்,
பாக்கு வெத்தல,பையன் தங்கோம்,தங்கோம்,பையன்,பையன்
பாக்கு வெத்தல,தாராள பிரபு,தாராள பிரபு,ஆண்,
எதிர் நீச்சல் அடி,"நாளை என்றும் நம் கையில் இல்லை
 நாம் யாரும் தேவன் கை பொம்மைகளே",தேவன் கை பொம்மை,மனிதர்கள்,மனிதர்கள்
எதிர் நீச்சல் அடி,"உசேன் போல்டை போல் நில்லாமல் ஓடு
 கோல்ட் தேடி வரும்",உசேன் போல்டை,வாழ்க்கை,வாழ்க்கை
தமிழன் என்று சொல்லடா,கிழவிகள் மொழி அனுபவ உளி,அனுபவ உளி,கிழவிகள் மொழி,கிழவிகள் மொழி
மாயா மாயா,"வாசனை இருக்கும்
 வரையினில் சிரிக்கும்
 பூக்களின் கதை தான்
 பூமியில் நமக்கும்",வாசனை இருக்கும் வரையினில் சிரிக்கும் பூக்களின் கதை,மனித வாழ்க்கை,மனித வாழ்க்கை
புது வெள்ளை மழை,"நதியே நீயானால்
 கரை நானே","நதியே, கரை","ஆண் , பெண்",
புது வெள்ளை மழை,"சிறுபறவை நீயானால்
 உன் வானம் நானே","சிறுபறவை, வானம்","ஆண் , பெண்",
புது வெள்ளை மழை,"நீ அணைக்கின்ற வேளையில்
 உயிர்ப்பூ திடுக்கென்று மலரும்",பூ,உயிர்,உயிர்
புது வெள்ளை மழை,"நீ வெடுக்கென்று ஓடினால்
 உயிர்ப்பூ சருகாக உலரும்",பூ,உயிர்,உயிர்
புது வெள்ளை மழை,பெண்ணிலா,பெண்ணிலா,பெண்,
மலா்களே மலா்களே,பெருகியதே விழிவெள்ளம்,வெள்ளம்,கண்ணீர்,கண்ணீர்
மலா்களே மலா்களே,வண்ண நிலவே,வண்ண நிலவே,பெண்,
மலா்களே மலா்களே,"வானோடு நீலம் போலே
 இளைந்து கொண்டது இந்த உறவே",வானோடு நீலம்,உறவு,உறவு
மலா்களே மலா்களே,"ஊனோடு உயிரை போல
 உறைந்து போனதுதான் உறவே",ஊனோடு உயிரை,உறவு,உறவு
என்னவளே அடி என்னவளே,வெண்ணிலவே,வெண்ணிலவே,பெண்,
என்னவளே அடி என்னவளே,"எந்தன் கழுத்து வரை
 இன்று காதல் வந்து இரு
 கண்விழி பிதுங்கி நின்றேன்",கழுத்து வரை இன்று காதல் வந்து இரு கண்விழி பிதுங்கி நின்றேன்,காதல்,காதல்
என்னவளே அடி என்னவளே,"காத்திருந்தால் எதிா் பாா்த்திருந்தால்
 ஒரு நிமிஷமும் வருஷமடி",வருஷமடி,ஒரு நிமிடம்,ஒரு நிமிடம்
என்னவளே அடி என்னவளே,கோகிலமே நீ,கோகிலமே,பெண்,
காதல் கடிதம் தீட்டவே,"காதல் கடிதம் தீட்டவே
 மேகம் எல்லாம் காகிதம்",மேகம்,காகிதம்,காகிதம்
காதல் கடிதம் தீட்டவே,"வானின் நீலம் கொண்டு வா
 பேனா மையோ தீா்ந்திடும்",வானின் நீலம்,பேனா மை,பேனா மை
காதல் கடிதம் தீட்டவே,"சந்திரனும் சூாியனும்
 அஞ்சல்காரா்கள்",சந்திரனும் சூாியனும்,அஞ்சல்காரா்கள்,அஞ்சல்காரா்கள்
காதல் கடிதம் தீட்டவே,"பேனாவில் ஊற்றி வைத்தது
 எந்தன் உயிரல்லோ",பேனாவில் ஊற்றி வைத்தது,உயிர்,உயிர்
காதல் கடிதம் தீட்டவே,"விரல் பட்டால் உந்தன் ஜீவன்
 காயம் படுமல்லோ",காயம்,உயிர்,உயிர்
காதல் கடிதம் தீட்டவே,"உன் கால் கொலுசில்
 மணியாக",மணியாக,ஆண்,
வெள்ளி மலரே,வெள்ளி மலரே,வெள்ளி மலரே,பெண்,
வெள்ளி மலரே,தேன்சிதறும் மன்மத மலரே,தேன்சிதறும் மன்மத மலரே,பெண்,
வெள்ளி மலரே,இளந்தளிரே,இளந்தளிரே,பெண்,
வெள்ளி மலரே,சிறகுள்ள நிலவே,நிலவே,பெண்,
வெள்ளி மலரே,உயிருள்ள மலரே,மலரே,பெண்,
வெள்ளி மலரே,மழையிலும் கூவும் மரகதக் குயில் நான்,மரகதக் குயில்,பெண்,
வெள்ளி மலரே,"இரவிலும் அடிக்கும்
 புன்னகை வெயில் நான்",புன்னகை வெயில்,பெண்,
ஒரு நண்பன் இருந்தால்,ஒரு நண்பன் இருந்தால் கையோடு பூமியை சுமந்திடலாம்,பூமியை சுமந்திடலாம்,நண்பன்,நண்பன்
ஒரு நண்பன் இருந்தால்,நட்பு என்பது எங்கள் முகவரி,முகவரி,நட்பு,நட்பு
அஞ்சலி அஞ்சலி,பூவே,பூ,பெண்,
அஞ்சலி அஞ்சலி,பொன்னே,பொன்,பெண்,
அஞ்சலி அஞ்சலி,"கடலிலே மழை வீழ்ந்தபின்
 எந்த துளி மழைத் துளி",கடலிலே மழை வீழ்ந்தபின் எந்த துளி மழைத் துளி,பெண்,
அஞ்சலி அஞ்சலி,"அழகியே உனை போலவே
 அதிசயம் இல்லையே",அதிசயம்,பெண்,
அஞ்சலி அஞ்சலி,"கண்மணி நீயில்லையேல்
 கவிதைகள் இல்லையே",கவிதைகள்,பெண்,
